time,author,messsage
5:20,grim Hog,Spoiler: this is coffee
5:20,Yi Hui Li,yes no spoilers
5:21,Tom Weston,i think b is coffee
5:23,SoyBoy Han,i'm here to get away from the trump-apalosa.
5:23,igottmituns,keep it fun all
5:24,Julian Loayza,Hello! Julian from the UK
5:25,Yi Hui Li,let's all enjoy this cupping !
5:26,Vihan Jain,Probably a good time to hide the chat!
5:28,Steven S.,sorry for tthe spoiler before
5:29,Niko,just printed the sheet :confounded_face:
5:30,Leo TAKO,Hello from Tokyo!!
5:30,Jingheng C.,hello
5:31,N8er,off to class! happy to follow the recording later! enjoy all
5:31,Max Gritzuk,:yougotthis:
5:37,Blake Singleton,Ugh... FINE... No spoilers.
5:38,Simon Fahr,Kit was sold out :disappointed_face:
5:39,Nicolina Țurcan,I haven't got coffee E in my kit :disappointed_face:
5:40,Nate Smit,@Jason Breen same here
5:41,tau,@Xefox Music any grinders in the chat
5:42,Yi Hui Li,yes close the chat ! haha
5:43,benclark06,i think it's coffee
5:43,Mr Crapsalot,ery noice
5:45,redpandamaniacal,"Ooh, coffee spoilers. First time I've ever heard the phrase."
5:46,Astra,I woke up early for this and am incredibly proud
5:46,Nassar AlBeiruti,can you send me a Moka Bialiati
5:46,Kappy Krunch,SPOLIER ALERT: I know what it is...its coffee
5:46,ILikeHoodies,is there a recording?
5:47,Gustavo Guimaraes,congrats for the opportunity
5:47,Alex Bryant,no spoilers!!
5:49,Matthew M,Imagine if its all just folgers
5:52,John Maniquis,Biggest spoiler: THEY'RE ALL DECAF
5:54,Zakaria Zbitou,ned stark dies at the end of S01
5:54,Sameea Zia,we boujee this year
5:55,Nassar AlBeiruti,can you send me a Moka Bialiati?
5:55,Marius Henriksen,how many didn't receive the coffee yet?
5:56,Pyther,"I have some of the best quality tap water in the world, think im fine without the minerals lol"
5:57,Yi Hui Li,8000+ people ! damn
5:58,snowballs777,COME ON
6:00,Lenny Hankins,Drink and Enjoy!
6:02,SoyBoy Han,no kit. no coffee. not sure why i'm here
6:03,Nassar AlBeiruti,can you send us some free coffee
6:04,Josh Tenenbaum,E is hot bean juice
6:06,Nicholas Huang,F
6:14,Jack Chong,fancy
6:15,joon park,has anyone tried their red brick coffee?
6:16,Karlo E. Meléndez Peña,Four Spoons!
6:16,Jonathan Whitehorn,THE fancy man
6:17,Ivana Mabunay,Fancy man
6:19,IronicTager,"instructions unclear, kit is full of sanka"
6:20,Yudi Joe,fancy spoon man
6:20,Nassar AlBeiruti,what are you making
6:20,Ed Gooden,James have you been to Melbourne !
6:21,Matthew M,thanos dies
6:21,bhoywonder,Does it matter if you mix sachet in less water?
6:21,Paxton Peterson,You are a fancy man :grinning_face_with_smiling_eyes:
6:22,William Sells,this is known
6:23,T S,:sparkling_heart::sparkling_heart::sparkling_heart:
6:25,Sentrie,10 PM? WE CAN SLEEP WHEN WE'RE DED
6:25,Paul Hoxie,Fancy Man!
6:25,ScopedDawg,what grinder did you use for the sample grind size packets? Im judging the size distribution and wondering if tis and EK43??
6:25,MoonlightBuilds CY,fancy king
6:26,Morvkeem,"12,5g per cup was it, yes ?"
6:27,joon park,very curious what it taste like...
6:28,Nassar AlBeiruti,what should I do
6:31,Corey McKeegan,I'm prepping
6:34,IronicTager,spoon sorcerer
6:34,Corey McKeegan,slightly behind
6:34,Darryl Loandy,Which one is decad
6:35,Christopher Mulligan,Yeah because the coffee community isn’t already cringe
6:35,Sun Don't Shine Designs,cant wait for some hot brown
6:36,Albert C.,Coffee Fusion!!!!!!!!!!!!!
6:37,Simon McKenna,Two Spoons! Where mrs overcoat when you need her
6:38,sabin1001,@Peraou Hot pulverized seed infusion?
6:39,Ridill,has anyoned brewed the grind sample
6:39,Martin Bujwid,"Does James get more fancy when he’s nervous, because I want that super power"
6:41,vern blanco,James Fancy man Hoffman
6:42,Nassar AlBeiruti,ok man
6:48,Nassar AlBeiruti,you talk too much
6:49,Ewan McNulty,Well done Square Mile!
6:49,Yousef R,whats the bean weigh
6:51,Nicolas Gonzalez,15:20
6:52,Quin Delport,I love you
6:52,robertcarter85,Don't superchat! check description!
6:54,Neal Brown,printer not working so frantically writing the sheets out
6:54,John Maniquis,@Matthew M and the sachet for Third Wave Water is just some cocaine
6:56,LorionBlutkind,Hi there :slightly_smiling_face:
6:58,Uw4ntSum3,He is THE fancy man
6:59,RadX,"Have anyone tried Black Eye coffee ? me yes,is great"
6:59,IronicTager,wow free salt
6:59,Binjuice_Bitch,"i had no way to get distilled water, my local water is pretty good tho so lets hope its fine"
7:01,Nassar AlBeiruti,send us some free stuff
7:03,Scrooge McDuck,I've seen larger
7:03,Quin Delport,Don’t tell my wife
7:03,Richard Perriss,Struggled to find a 4L container for the water!
7:04,Simon Fahr,Hello from Germany
7:06,Yousef R,weight ?
7:08,Michael Cutright,"as i opened my kit with my opeil knife i said to my wife, because im a fancy man"
7:10,unknownchronicles,so. I still don't have my beans.
7:11,Johnny,aw i want that friend on my coffee counter
7:11,Yousef R,bean weight guys
7:12,Nassar AlBeiruti,send us some free stuff:elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
7:16,Louis Bryant,Great job
7:17,Gail Frohnert,"I still have the ""We'll be starting soon"" on my screen..."
7:24,Nicolas Gonzalez,12g:200mL
7:24,Christopher McKeon,"trying to fill out form, how do I find out who it was shipped with?"
7:28,Aiden Marshall,does anyone know if this is being recorded? me and a friend didn’t get our kits in time:frowning_face:
7:28,John Corrales,12g of coffee
7:29,Nassar AlBeiruti,which machine is best for moka
7:31,Regina,Is it paused Gail
7:32,Amy B,I thought the griffon was delightful!
7:32,sh4dowchas3r,top tip wings on the legs first then add the body
7:34,Nathaniel Jones,Has the stream started? Can’t see anything
7:35,Nassar AlBeiruti,which moka machine is best?
7:37,Quin Delport,Come to Ibiza James
7:39,Nassar AlBeiruti,which moka is best man?
7:42,Sherry Mcdaniels,Helllo from Texas!
7:46,Nassar AlBeiruti,i​which moka is best man?
7:50,Michael Cutright,the griffing thing was such a lovely suprise
7:50,kimhak em,I never got my coffee :(
7:54,bigsmiley,DAAAAMNNN 40%
7:56,Michael Cutright,it lives on my coffee shelf now
7:57,pixiedustshines,any floor gang?
7:58,Kai-Chiun Weng,Love from Taiwan
7:59,Joaquin Batista,did anyone else only get 3 coffees?
7:59,Drew Morone,Bialetti!
7:59,Jesse,"I feel fancy, thank you James."
8:02,tommihommi1,black magic has some amazing streaming equipment
8:02,RonanCodes,3.8litres of water per one water sachet?
8:04,Gigi I,awwww
8:04,Josh McMahon,"I’ve got Nescafé, will that do?"
8:09,Mr Crapsalot,F for all the superchats
8:09,Paxton Peterson,Always fancy
8:10,Mr Crapsalot,lmao
8:10,DancingSpacePotato,40%!!!!
8:10,RonanCodes,Do you just mix is all in the kettle?
8:11,Charlie Wow,"anyone who can't see the stream, try refreshing"
8:11,John Erwin Veneracion,STOP WITH THE SOOPACHAT
8:11,aqqaluk klamer,Wanna try some Greenlandic coffee!? :D
8:12,Laurence Downie,hmmmm
8:13,Will Humphreys,F
8:14,tekinsuleyman,"Hello from Manchester, UK :)"
8:14,Gigi I,donated!
8:18,Nightsz,lul
8:19,slytown,Dont help the corporate masters.
8:20,Drew Morone,who else is in central florida?
8:20,Robyn Woodgate,Wilma uniform grind size?
8:21,Fizzy Sausage,"Hang on, water to coffee volumes? How much? Aaaaghhh"
8:22,Joe Caputo,Thanks for everything James!
8:23,bigsmiley,Donated!
8:24,sootsprite,daaammn 40%
8:24,Neville Jones,I watch you almost daily on you tube. I’m still learning how to brew great coffee. be/98MD900CAzg at h you on your tutorials almost daily
8:26,mattscarf,I do feel fancy
8:26,squaremile,"here from USA, coffee made it fine by some miracle"
8:32,James Dean,hi nugi :beaming_face_with_smiling_eyes:
8:33,Matthew M,wow screw youtube 40%???
8:33,Zack,40%!!!!!!!!!!!!!
8:33,alex,hey from manchester uk
8:37,Michael Atkins-Spelling,"Also hello from Manchester, UK"
8:39,Johnny,"just got my niche zero, the retention is like a magic trick."
8:40,lukewarmairballoon,it's 12am and here I am preparing to drink coffee for my favourite youtuber
8:41,ecstaticducklin,How do i pay for a slurp
8:43,Jelte Visser,hi nugi !
8:44,Austen Claeys,Hi from Tampa
8:44,Harry T Dyer,great idea!
8:45,Henry Tung,anyone with niche and have a dialled in the setting?
8:45,Jingheng C.,"hello from Pittsburgh, PA! How are yinz doing?"
8:45,Charlie Wow,@Drew Morone I'm in N Florida!
8:46,IronicTager,just grinding E now... it smells like soy sauce
8:47,Christopher McKeon,How do I answer the shipping question on the form?
8:49,Nikita Korchagin,ух ща наварим Йемению
8:50,Nicolas Gonzalez,12g:200mL
8:52,IronicTager,is this soy sauce coffee
8:52,Niamh Costello,What did everyone name their dragon?
8:55,sabin1001,@Nassar AlBeiruti You mean moka pots? Steel ones are better than aluminum but cost more. Both make great coffee. I like the middle size the small one doesn't make enough.
8:55,Aaron Haag,Indianapolis Indiana 10am - Good Morning
8:58,Cindy Perez,Anyone gonna try brewing the grind size sample bag after all this?
8:59,Efrain Calderon,On a c40 what do you all think? 20??
9:00,Aly Batiles,Guys donate through Justgiving. Youtube takes 40% of our donations!
9:00,Matthew M,Hello from New York CIty!!!
9:01,Max,Ratio?
9:01,Henry Low,Hello from Singapore!!
9:02,Meisam,@Ian McFarlane 12g/200ml
9:02,cameronbatko,Woohooo so happy to be here! Columbus Ohio
9:03,Zoran Zaric,Hi from Germany
9:03,Z H,I use 20 on my Wilma uniform
9:04,Vaughan Chapman,Hello from South Africa!
9:04,Nadaso8,I thought they only took 30% of SC
9:07,Michael Cutright,jagoffs in the house!!!!
9:08,Drew Morone,Hi!
9:08,Jeremy Brown,I just discovered this channel this year and it's helped me appreciate coffee
9:09,kem,"12g, 200ml"
9:12,Charlie Wow,@IronicTager no spoilers!!!!
9:13,Johnny,@Henry Tung HMU i just got my niche dialed in well for my Flair.
9:14,Nicolas Gonzalez,12g:200mL
9:14,Trevor Hart,Need a banner or something tell new comers not to use superchat.
9:14,joon park,Hello James!
9:14,Roland Sz,sadly I don't got my kit yet :/
9:15,Jeeheon Cho,has James already poured his water in?
9:17,Amishai Miller,hello from Israel
9:17,Lady OtheFarm,Somehow got my coffee in rural Maine a few days ago. Thank you James and crew!
9:17,John Erwin Veneracion,NO MOAR SUPERCHAT
9:17,Chris Hainey,how it going guys
9:18,Luiz A. Mameri,"Hello from São Paulo, Brazil"
9:18,bigsmiley,Yes
9:19,pear7777,"haha, rhat"
9:19,Simon Thomason,:thumbs_up::thumbs_up::thumbs_up::thumbs_up:
9:22,igottmituns,morning james :)
9:22,Mr Berry,"good morning, Arlington TX"
9:23,Esteban Catalan,hi from texas
9:23,Luis Felipe Sanchez,Hola! From Portland!!!!!
9:26,Orangelinn,they take 40% omg
9:26,Greg Stronski,Hello!
9:27,Daniel B,Hey James!
9:29,igottmituns,yeah
9:29,Nikolaj Holst,Hey guys
9:31,Matthew Russell,Hi from Hertford!!
9:31,Nathan Holt,coffeeeeeeeeeeeeeee
9:31,Gustavo Correia,I never got my kit ;(
9:31,pixiedustshines,"@South Africa, did you get your kit?"
9:34,Athia Hamdani,i regret it so much not buying the kit
9:35,Michael Clarke,yes
9:35,Stefannie,hi from tokyo!
9:36,Wahyu Nurlopaty,how about the donos goes to the coffee farmers instead?that will be so awesome
9:36,Clee,13k
9:36,Simon McKenna,YEs
9:37,888SpinR,Make James poor - the 40% edition?
9:38,Carlos Cajilig,Greetings from San Francisco
9:39,Johnny,@Luiz A. Mameri OIIIEEEEE from Brasil
9:39,Nikolaj Holst,good afternoon from Denmark
9:40,Jarrod Gay,heck yeah there is a lot of us! coffee!!!!!
9:40,Jordan Faust,Good Morning from Grand Forks ND
9:40,David M,hello from buffalo ny
9:41,Dana_Hach,Watching from Dubai! Hello!
9:41,Frank van Zutphen,"hey James! regarding grinders, what kind of receptible do you use to grind in? I currently run a breville barista express and I'd love for a 53mm dosing cup if they are even available"
9:41,"Treemeals Co.,Ltd.",Hi from Thailand!!
9:42,Dog,I never got my kit either
9:43,alex,"@Paul Bunker hey fellow manc, glad to see youre inside avoiding the rain"
9:43,Lxo,hi from sweden!!!
9:43,Simon Hopkins,How many Kitzman
9:43,sopwerdna,ok james i have a LIDO hand grinder so please dont go too fast when the time comes!!!!
9:43,Luke Manning,:hot_beverage:
9:44,GLASSFILM,hi are you in canada ? or USA?
9:44,RadX,Do more lives James :red_heart:
9:44,jon trillana,yey! from manila...
9:47,Science with the Soeparmonos,Hi from Indonesia!!!
9:47,rob6604,Hi rom Dundee!
9:48,Keith Lewis,"Hello from San Jose, California!"
9:48,JamstaUK,Nice
9:48,mattscarf,Hi from Hitchin!
9:49,Taka,Glad to be here!!
9:50,MrBehammy,"Howdy howdy howdy from Indianapolis, Indiana USA!!!!!"
9:51,solaasland1,sadly still waiting for my kit...
9:51,Geoff Knight,hi from Durham UK
9:52,Daniel Wertheimer,South Africa here. got my kit.
9:53,Max Reacher,"Didn't get my Kit yet, stuck in Canada.."
9:54,Justin Arakaki,Morning from Southern California!!
9:55,David Schreiber,Hello from sma
9:55,Manuel Jürgens,"Hello from Brunswick, Germany."
9:55,sh4dowchas3r,wow
9:55,Inna Batenkov,anymore jews here?
9:57,Quadzilla,donated!
9:57,Michael O'Shea,Hi Shane
9:58,Pete,so bummed I didn't get one in time :loudly_crying_face:
9:59,Omkar Kiwlekar,Hello from India!
9:59,Simon Fahr,Hallo Jons
9:59,SoyBoy Han,its saturday night. what am i doing here
9:59,Carlo Vigna,That's such a great and overlooked cause!!!! I've just written a paper on it
10:00,Charles Reynolds,Manchester represent
10:00,Slein Wash,Big hello from France
10:01,igottmituns,wowww
10:04,Tee,coffee is mid
10:04,Daniel Szabó,High five from Hungary! :waving_hand:
10:04,40oz1casualty,F
10:04,Aly Batiles,People! donate through justgiving. Youtube takes 40% from superchat!
10:06,RadX,I am from Romania ! hi
10:06,Alex Bryant,"Hamilton, Ontario, Canada!!"
10:07,Ryan Spaulding,"15,000????? holy dang"
10:07,H Morris,Hello from Glasgow!
10:08,Harry T Dyer,woooowww
10:08,Shane Curran,HI michael
10:08,Shiv S,anyone else using a wilfa svart?
10:09,Charles Reynolds,0161 Manny on the MAP
10:10,Quek Adrian,HI FROM SINGAPORE!! GOODBYE SLEEP! 10PM HERE . LOL
10:10,Drew Morone,This is so cool!
10:10,Johnny,hi from NY
10:11,Roger Liem,"wuhuh, indonesia here!"
10:11,John Erwin Veneracion,BOOOOO GUINNESSS
10:12,Andrew,Qoq
10:13,Zack,"17,500! great"
10:14,ben06 Reig,Hi from Lyon
10:16,Varian Foo,Eunice chowwww
10:22,Vineet Mehta,Hello from Germany
10:22,Max Reacher,"If anyone from COLOGNE in GERMANY is tasting, let me know!"
10:23,Harry T Dyer,guys. we're killing it. screw Guinness
10:24,Varian Foo,Where is Eunice chow
10:24,Tova Holmberger,Sweden here!
10:24,Sun Don't Shine Designs,"Start grinding now if you have a hand grinder or slow grinder, the FAQ says you can grind within an hour before the event"
10:26,Jack Savva,VIVI SAYS HI !
10:27,Bernie Carothers,Hello coffee friends!
10:27,Lady OtheFarm,My husband and I will be actually drinking tomorrow. 2nd kit went to coworker and his girlfriend who will also do it tomorrow with us.
10:27,Roxas 2020,from Hong Kong!
10:29,David M,"dont forget to hit thumbs up, 9k views only 530 thumbs up :disappointed_face:"
10:29,Michael O'Shea,Anyone here like coffee?
10:32,pear7777,"that's james, bye utube"
10:32,Rick Hoppe,"Don’t forget to hit the “Like” Button, Folks! :thumbs_up:"
10:34,Vaughan Chapman,Sounds like a record to me!
10:35,Sarp Diker - West Wind Trading Company,Hello from Ottawa
10:36,김wjemb,마스끄 써라
10:37,John Erwin Veneracion,screw it we are record holders
10:37,Christian S.,Puerto Ricoooo
10:39,Charles Reynolds,Yes Wilfa Svart ground on E of aeropress
10:40,Erik Thorsell,Hej Tove!
10:41,Drew Morone,Screw GuINESSs
10:41,Gamze Yılmaz,f guinness
10:42,bigsmiley,- 1...no coffee here
10:42,glenda,good morning from Texas :slightly_smiling_face:
10:43,Marija Šļare,coooool
10:43,joon park,WOOHOO everyone starts slurping!!!
10:45,Orangelinn,have a orangelinn world record certifacte
10:45,Varian Foo,Where are you Eunice chow
10:46,Jamin Kidd,Woooo!!!!
10:46,Flaplo,Screw Guinness - good choice not to pay them!
10:47,m baptista,Well done for not paying Guiness!!
10:49,Alessandr _0,"It will be an Internet Record, that counts :grinning_face:"
10:49,Jacob Rich,Hello from Boston!
10:49,EspressoFun,Hello from California!
10:50,Jay Swanson,love it
10:51,Inna Batenkov,Anyone else from Tel Aviv?
10:51,SoyBoy Han,no record. didnt happen
10:51,Elliott,Hello from Portland Oregon!!!
10:51,Waly Lama,I'm smoking herbs and drinking some Guatemalan espresso
10:51,Oscar Lindsten,Sweden representing!!
10:52,doran,LETS GOOOOOOOO
10:52,Will Barnett,Yay
10:52,Dave Miller,"My kit hasn’t arrived yet, but enjoying watching from the U.S.!"
10:53,Nadaso8,send money to coffee research not guinness
10:54,ElliotEndures,Congrats!
10:55,joon park,Mmmmmmmmmmm
10:55,Theodore,HELLO FROM SINGAPORE!!!!
10:56,김wjemb,엄
10:57,Wes McElheney,glad to be here! missed last year :confused_face:
10:59,Michael Cutright,super excited about D and E
10:59,_ jo _,me (uk) and my sister (us) joining in together on here and also on vid call together :D
11:00,Neil Hutch,17.5K! Amazing :beaming_face_with_smiling_eyes:
11:01,Athan vp,cheers
11:01,Bogy TV,is live biw >
11:02,Alex Lazaridis F.,history being made - cheers from Vancouver BC
11:02,Christopher McKeon,"My shipping email does not say who shipped it, so I cannot complete form"
11:02,Samantha Bottomley,At least *we'll* know :slightly_smiling_face:
11:04,aazizm,From Bahrain
11:04,RadX,"Wow,so many peoples from a community who shares a nice passion :)"
11:04,A J,I didn't get the opportunity to get a kit... I just want to watch you talk about coffee.
11:05,Steven N,where can I find the PDF to print?
11:06,Holly Itzerott,h
11:06,MyCoffeeCup,:washhands::washhands:
11:06,Vinny,Guiness is still a thing?
11:07,Eugene Ang,hello from Singapore!
11:07,lilalaaable,"Altough I didn’t order a kit, I feel just excited as everyone else about this event!"
11:07,Christopher Cabanne,How many kits?
11:08,BevGeek,"17,500 kits! :beaming_face_with_smiling_eyes:"
11:09,Austin Brady,"Hello from Columbus, Ohio USA"
11:09,joon park,lol
11:10,Run On Coffee - Nicola Meyer,Hello from South Africa #lovecoffee
11:10,Orangelinn,hello from Chippenham
11:11,redpandamaniacal,"Wow, so I have broken a world record then."
11:12,Henning,:thanksdoc:
11:12,Jackson Lu,yeah baby
11:13,김wjemb,-멜-
